,cumulative_cases_simulated
0,1
1,2
2,3
3,3
4,3
5,3
6,5
7,7
8,7
9,10
10,10
11,14
12,17
13,19
14,24
15,27
16,34
17,41
18,52
19,60
20,72
21,91
22,114
23,137
24,157
25,192
26,227
27,267
28,339
29,391
30,461
31,560
32,683
