,cumulative_cases_simulated
0,1
1,1
2,2
3,2
4,5
5,6
6,7
7,10
8,13
9,14
10,16
11,22
12,29
13,38
14,47
15,56
16,69
17,80
18,97
19,125
20,146
21,178
22,220
23,253
24,302
25,382
26,452
27,528
28,630
29,742
30,919
31,1136
32,1354
