,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,2
6,2
7,2
8,3
9,4
10,5
11,7
12,7
13,8
14,11
15,16
16,19
17,23
18,30
19,38
20,43
21,60
22,77
23,99
24,127
25,170
26,209
27,254
28,315
29,406
30,520
31,653
32,812
