,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,2
6,4
7,5
8,9
9,11
10,11
11,14
12,17
13,20
14,24
15,26
16,37
17,39
18,45
19,56
20,63
21,79
22,94
23,116
24,149
25,189
26,230
27,280
28,338
29,412
30,485
31,581
32,691
