,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,2
5,3
6,4
7,4
8,8
9,9
10,10
11,13
12,13
13,17
14,21
15,27
16,34
17,44
18,51
19,59
20,69
21,79
22,95
23,114
24,137
25,156
26,190
27,220
28,268
29,314
30,382
31,439
32,519
