,cumulative_cases_simulated
0,1
1,1
2,3
3,3
4,4
5,4
6,5
7,7
8,9
9,10
10,14
11,16
12,20
13,23
14,29
15,36
16,43
17,50
18,62
19,71
20,86
21,103
22,120
23,145
24,181
25,236
26,300
27,382
28,460
29,578
30,739
31,917
32,1144
