,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,2
6,3
7,5
8,5
9,7
10,9
11,11
12,13
13,14
14,14
15,17
16,18
17,21
18,24
19,29
20,40
21,56
22,69
23,87
24,118
25,168
26,232
27,318
28,416
29,554
30,699
31,933
32,1250
