,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,2
14,2
15,3
16,3
17,4
18,4
19,5
20,6
21,8
22,10
23,11
24,13
25,15
26,18
27,26
28,29
29,38
30,42
31,48
32,64
