,cumulative_cases_simulated
0,1
1,1
2,1
3,2
4,2
5,3
6,5
7,7
8,7
9,7
10,9
11,11
12,12
13,16
14,17
15,21
16,25
17,27
18,30
19,43
20,48
21,55
22,65
23,82
24,96
25,115
26,141
27,174
28,217
29,267
30,331
31,388
32,468
