,cumulative_cases_simulated
0,1
1,1
2,3
3,3
4,3
5,4
6,5
7,5
8,7
9,9
10,11
11,13
12,14
13,17
14,19
15,23
16,26
17,32
18,40
19,43
20,57
21,63
22,76
23,93
24,113
25,129
26,154
27,184
28,215
29,253
30,297
31,356
32,422
