,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,3
15,4
16,4
17,5
18,7
19,7
20,10
21,15
22,19
23,24
24,30
25,36
26,46
27,71
28,91
29,118
30,178
31,237
32,324
