,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,2
7,4
8,4
9,4
10,5
11,7
12,8
13,11
14,14
15,17
16,19
17,21
18,23
19,24
20,27
21,30
22,35
23,42
24,45
25,54
26,63
27,72
28,82
29,92
30,109
31,122
32,138
