,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,2
6,2
7,2
8,3
9,3
10,7
11,9
12,10
13,13
14,15
15,18
16,20
17,27
18,39
19,55
20,76
21,92
22,124
23,171
24,223
25,284
26,375
27,476
28,630
29,814
30,1057
31,1344
32,1743
