,cumulative_cases_simulated
0,1
1,1
2,3
3,3
4,3
5,3
6,3
7,5
8,7
9,8
10,10
11,11
12,12
13,13
14,14
15,17
16,17
17,17
18,18
19,19
20,21
21,21
22,23
23,23
24,23
25,23
26,23
27,23
28,23
29,23
30,24
31,24
32,24
