,cumulative_cases_simulated
0,1
1,1
2,1
3,2
4,4
5,4
6,4
7,4
8,6
9,8
10,8
11,10
12,13
13,16
14,20
15,31
16,36
17,43
18,65
19,80
20,100
21,113
22,141
23,170
24,233
25,293
26,372
27,448
28,559
29,687
30,865
31,1061
32,1289
