,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,3
8,6
9,8
10,10
11,11
12,13
13,14
14,17
15,23
16,30
17,31
18,39
19,49
20,64
21,74
22,88
23,95
24,118
25,143
26,175
27,205
28,232
29,270
30,314
31,363
32,416
