,cumulative_cases_simulated
0,1
1,1
2,2
3,2
4,2
5,3
6,4
7,7
8,8
9,9
10,12
11,15
12,19
13,26
14,31
15,42
16,47
17,60
18,72
19,83
20,108
21,132
22,166
23,210
24,262
25,312
26,394
27,486
28,602
29,726
30,897
31,1086
32,1318
