,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,2
6,2
7,3
8,3
9,5
10,6
11,9
12,9
13,10
14,11
15,14
16,18
17,22
18,31
19,36
20,46
21,52
22,59
23,71
24,84
25,100
26,125
27,166
28,198
29,248
30,301
31,380
32,470
