,cumulative_cases_simulated
0,1
1,3
2,4
3,5
4,5
5,6
6,6
7,8
8,11
9,12
10,15
11,18
12,25
13,26
14,29
15,30
16,34
17,43
18,51
19,63
20,81
21,100
22,112
23,127
24,147
25,172
26,193
27,222
28,261
29,294
30,331
31,397
32,457
