,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,4
5,4
6,4
7,4
8,7
9,9
10,9
11,12
12,13
13,15
14,17
15,19
16,24
17,27
18,31
19,38
20,46
21,53
22,63
23,73
24,89
25,100
26,116
27,131
28,155
29,197
30,239
31,272
32,325
