,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,2
7,2
8,5
9,6
10,10
11,13
12,17
13,19
14,21
15,27
16,33
17,44
18,54
19,65
20,78
21,89
22,111
23,138
24,171
25,207
26,252
27,330
28,383
29,478
30,575
31,703
32,865
