,cumulative_cases_simulated
0,1
1,3
2,4
3,5
4,6
5,8
6,10
7,11
8,13
9,14
10,15
11,16
12,17
13,21
14,25
15,29
16,36
17,45
18,53
19,64
20,83
21,100
22,123
23,154
24,193
25,237
26,289
27,349
28,423
29,512
30,626
31,761
32,913
