,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,3
6,5
7,6
8,7
9,8
10,8
11,12
12,14
13,16
14,18
15,23
16,30
17,38
18,43
19,53
20,65
21,77
22,93
23,110
24,140
25,163
26,196
27,248
28,294
29,367
30,442
31,540
32,679
