,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,4
7,6
8,11
9,16
10,19
11,24
12,38
13,50
14,64
15,77
16,100
17,116
18,136
19,158
20,187
21,222
22,259
23,306
24,361
25,419
26,510
27,600
28,729
29,881
30,1081
31,1302
32,1583
