,cumulative_cases_simulated
0,1
1,1
2,2
3,2
4,3
5,3
6,5
7,6
8,7
9,13
10,21
11,24
12,31
13,43
14,49
15,54
16,75
17,83
18,105
19,128
20,148
21,175
22,220
23,246
24,288
25,356
26,421
27,495
28,589
29,686
30,818
31,953
32,1149
