,cumulative_cases_simulated
0,1
1,1
2,4
3,5
4,6
5,7
6,8
7,9
8,11
9,11
10,15
11,20
12,28
13,35
14,47
15,55
16,62
17,69
18,86
19,102
20,117
21,137
22,153
23,181
24,219
25,251
26,291
27,338
28,390
29,465
30,562
31,685
32,796
