,cumulative_cases_simulated
0,1
1,2
2,2
3,3
4,3
5,7
6,10
7,11
8,14
9,16
10,21
11,24
12,29
13,34
14,41
15,51
16,55
17,70
18,82
19,98
20,108
21,123
22,142
23,166
24,193
25,211
26,246
27,303
28,394
29,477
30,546
31,629
32,722
