,cumulative_cases_simulated
0,1
1,1
2,2
3,2
4,3
5,6
6,8
7,11
8,12
9,12
10,15
11,23
12,27
13,34
14,45
15,53
16,61
17,73
18,84
19,110
20,132
21,148
22,170
23,191
24,223
25,256
26,299
27,344
28,406
29,461
30,505
31,578
32,653
