,cumulative_cases_simulated
0,1
1,1
2,2
3,4
4,6
5,10
6,12
7,13
8,18
9,21
10,23
11,28
12,34
13,45
14,48
15,55
16,69
17,83
18,92
19,102
20,111
21,128
22,147
23,164
24,181
25,204
26,230
27,261
28,290
29,327
30,371
31,415
32,467
