,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,6
6,6
7,6
8,6
9,10
10,11
11,18
12,28
13,33
14,43
15,56
16,71
17,90
18,104
19,110
20,123
21,141
22,163
23,172
24,189
25,203
26,225
27,251
28,288
29,329
30,366
31,405
32,444
