,cumulative_cases_simulated
0,1
1,2
2,2
3,6
4,8
5,10
6,11
7,17
8,19
9,21
10,24
11,29
12,35
13,42
14,52
15,68
16,75
17,88
18,97
19,108
20,125
21,140
22,163
23,185
24,217
25,239
26,268
27,299
28,327
29,364
30,414
31,459
32,523
