,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,3
5,3
6,3
7,5
8,7
9,10
10,14
11,17
12,18
13,28
14,43
15,63
16,79
17,90
18,105
19,118
20,130
21,153
22,163
23,179
24,207
25,239
26,268
27,309
28,338
29,382
30,415
31,465
32,538
