,cumulative_cases_simulated
0,1
1,1
2,2
3,2
4,2
5,3
6,4
7,6
8,10
9,16
10,21
11,24
12,29
13,37
14,44
15,50
16,61
17,79
18,90
19,107
20,123
21,158
22,183
23,225
24,259
25,297
26,342
27,399
28,463
29,530
30,615
31,721
32,849
