,cumulative_cases_simulated
0,1
1,1
2,2
3,4
4,7
5,9
6,12
7,16
8,19
9,24
10,26
11,26
12,30
13,40
14,48
15,66
16,77
17,86
18,107
19,122
20,134
21,147
22,161
23,177
24,190
25,201
26,231
27,259
28,294
29,346
30,392
31,446
32,499
