,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,2
6,5
7,8
8,14
9,21
10,24
11,25
12,30
13,37
14,45
15,60
16,79
17,89
18,100
19,111
20,122
21,138
22,153
23,172
24,192
25,225
26,254
27,290
28,326
29,368
30,427
31,500
32,604
