,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,3
5,3
6,5
7,7
8,11
9,12
10,15
11,21
12,26
13,35
14,45
15,54
16,65
17,75
18,91
19,112
20,129
21,157
22,184
23,208
24,237
25,267
26,301
27,349
28,388
29,430
30,471
31,528
32,595
