,cumulative_cases_simulated
0,1
1,3
2,3
3,4
4,4
5,5
6,5
7,6
8,8
9,10
10,12
11,18
12,22
13,29
14,37
15,47
16,68
17,81
18,99
19,114
20,131
21,150
22,184
23,231
24,265
25,313
26,361
27,412
28,478
29,547
30,630
31,734
32,843
