,cumulative_cases_simulated
0,1
1,1
2,1
3,4
4,6
5,8
6,14
7,14
8,19
9,24
10,26
11,30
12,40
13,49
14,62
15,71
16,85
17,94
18,105
19,119
20,143
21,156
22,175
23,186
24,218
25,251
26,285
27,328
28,378
29,429
30,483
31,546
32,620
