,cumulative_cases_simulated
0,1
1,1
2,4
3,5
4,6
5,10
6,10
7,12
8,17
9,21
10,25
11,27
12,34
13,37
14,45
15,54
16,61
17,77
18,88
19,108
20,134
21,161
22,186
23,212
24,246
25,296
26,337
27,380
28,456
29,538
30,634
31,710
32,805
