,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,1
6,6
7,9
8,11
9,13
10,21
11,26
12,30
13,37
14,41
15,49
16,62
17,76
18,87
19,104
20,121
21,145
22,166
23,193
24,213
25,240
26,279
27,314
28,352
29,395
30,454
31,511
32,581
