,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,1
5,3
6,5
7,6
8,11
9,15
10,24
11,31
12,35
13,43
14,54
15,66
16,80
17,97
18,117
19,137
20,154
21,183
22,212
23,239
24,265
25,291
26,316
27,369
28,400
29,448
30,508
31,573
32,642
