,cumulative_cases_simulated
0,1
1,2
2,4
3,5
4,5
5,7
6,8
7,8
8,12
9,17
10,22
11,29
12,36
13,46
14,52
15,59
16,70
17,84
18,93
19,107
20,128
21,152
22,181
23,217
24,258
25,296
26,348
27,395
28,461
29,545
30,623
31,718
32,855
