,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,3
5,4
6,4
7,5
8,9
9,14
10,16
11,18
12,24
13,30
14,35
15,42
16,51
17,64
18,86
19,107
20,144
21,172
22,201
23,246
24,277
25,323
26,378
27,426
28,471
29,533
30,595
31,665
32,740
