,cumulative_cases_simulated
0,1
1,2
2,2
3,2
4,3
5,4
6,4
7,4
8,7
9,8
10,11
11,16
12,25
13,39
14,45
15,55
16,67
17,83
18,101
19,115
20,127
21,137
22,156
23,175
24,203
25,221
26,252
27,288
28,324
29,359
30,408
31,457
32,506
