,cumulative_cases_simulated
0,1
1,1
2,1
3,2
4,2
5,4
6,6
7,8
8,13
9,19
10,24
11,31
12,38
13,47
14,57
15,68
16,77
17,91
18,101
19,110
20,134
21,153
22,176
23,199
24,223
25,248
26,281
27,307
28,347
29,387
30,447
31,500
32,552
