,cumulative_cases_simulated
0,1
1,1
2,1
3,1
4,2
5,5
6,6
7,10
8,15
9,21
10,25
11,26
12,30
13,37
14,48
15,58
16,67
17,74
18,85
19,103
20,113
21,131
22,157
23,183
24,216
25,248
26,278
27,328
28,378
29,425
30,497
31,566
32,658
