,cumulative_cases_simulated
0,1
1,3
2,3
3,4
4,7
5,7
6,9
7,10
8,14
9,18
10,23
11,29
12,34
13,46
14,54
15,63
16,68
17,82
18,93
19,104
20,114
21,131
22,143
23,161
24,182
25,198
26,227
27,251
28,267
29,292
30,315
31,336
32,352
