,cumulative_cases_simulated
0,1
1,1
2,2
3,4
4,4
5,7
6,8
7,9
8,13
9,15
10,18
11,23
12,34
13,42
14,49
15,63
16,74
17,87
18,97
19,114
20,127
21,148
22,169
23,195
24,224
25,258
26,298
27,338
28,387
29,436
30,497
31,556
32,608
