,cumulative_cases_simulated
0,1
1,1
2,3
3,6
4,9
5,10
6,11
7,12
8,13
9,18
10,23
11,28
12,38
13,44
14,58
15,71
16,80
17,95
18,116
19,136
20,155
21,168
22,200
23,225
24,250
25,279
26,333
27,370
28,424
29,473
30,551
31,607
32,688
