,cumulative_cases_simulated
0,1
1,3
2,4
3,7
4,7
5,8
6,9
7,11
8,14
9,17
10,21
11,28
12,41
13,48
14,59
15,74
16,81
17,93
18,109
19,121
20,129
21,140
22,153
23,162
24,177
25,198
26,225
27,243
28,277
29,308
30,344
31,391
32,435
