,cumulative_cases_simulated
0,1
1,2
2,2
3,3
4,4
5,7
6,8
7,10
8,12
9,13
10,17
11,18
12,22
13,31
14,43
15,52
16,61
17,77
18,90
19,108
20,128
21,150
22,174
23,196
24,223
25,254
26,280
27,314
28,369
29,429
30,484
31,552
32,627
