,cumulative_cases_simulated
0,1
1,1
2,1
3,4
4,5
5,6
6,7
7,7
8,9
9,10
10,16
11,22
12,25
13,28
14,40
15,51
16,66
17,80
18,91
19,101
20,112
21,126
22,148
23,160
24,186
25,220
26,259
27,291
28,335
29,396
30,460
31,526
32,598
