,cumulative_cases_simulated
0,1
1,1
2,2
3,3
4,5
5,6
6,10
7,13
8,16
9,21
10,27
11,32
12,37
13,49
14,67
15,81
16,95
17,110
18,129
19,149
20,176
21,202
22,231
23,261
24,295
25,341
26,377
27,411
28,465
29,532
30,609
31,699
32,793
