,cumulative_cases_simulated
0,1
1,1
2,4
3,4
4,5
5,6
6,7
7,10
8,11
9,14
10,18
11,22
12,30
13,39
14,48
15,54
16,63
17,82
18,94
19,110
20,129
21,156
22,173
23,201
24,227
25,259
26,288
27,318
28,351
29,385
30,425
31,490
32,555
