,cumulative_cases_simulated
0,1
1,1
2,3
3,3
4,3
5,3
6,4
7,8
8,12
9,15
10,19
11,31
12,36
13,43
14,57
15,67
16,83
17,96
18,113
19,141
20,160
21,177
22,212
23,241
24,288
25,327
26,368
27,415
28,463
29,526
30,604
31,667
32,752
