,cumulative_cases_simulated
0,1
1,1
2,1
3,2
4,3
5,6
6,9
7,12
8,13
9,17
10,19
11,23
12,34
13,38
14,44
15,51
16,59
17,72
18,86
19,99
20,118
21,138
22,155
23,163
24,194
25,219
26,258
27,297
28,340
29,376
30,420
31,474
32,548
