,cumulative_cases_simulated
0,1
1,2
2,2
3,3
4,4
5,4
6,8
7,10
8,15
9,18
10,20
11,25
12,34
13,41
14,49
15,61
16,70
17,84
18,99
19,118
20,137
21,160
22,193
23,220
24,254
25,294
26,329
27,370
28,418
29,466
30,532
31,599
32,693
