,0
0,1
1,1
2,3
3,25
4,36
5,60
6,88
7,151
8,195
9,251
10,353
11,517
12,648
13,942
14,1374
15,2383
16,4152
17,7102
18,10356
19,15168
20,20875
21,25665
22,30810
23,37258
24,44637
25,52318
26,59513
27,66497
28,75795
29,83712
30,92381
31,102863
32,113704
33,122031
34,130689
35,138863
36,149316
37,159937
38,170512
39,180458
40,188694
41,195031
42,202208
