,0
0,1.0
1,1.0
2,1.0
3,1.0
4,2.0
5,2.0
6,5.0
7,8.0
8,12.0
9,17.0
10,19.0
11,21.0
12,28.0
13,44.0
14,52.0
15,76.0
16,97.0
17,125.0
18,160.0
19,185.0
20,213.0
21,234.0
22,256.0
23,293.0
24,320.0
25,359.0
26,390.0
27,460.0
28,512.0
29,543.0
30,575.0
31,608.0
32,631.0
33,680.0
