,0
0,1
1,1
2,5
3,7
4,7
5,8
6,10
7,12
8,16
9,20
10,31
11,34
12,46
13,53
14,71
15,108
16,129
17,154
18,171
19,184
20,208
21,227
22,243
23,265
24,286
25,299
26,319
27,332
