,0
0,2.0
1,4.0
2,6.0
3,10.0
4,12.0
5,16.0
6,22.0
7,41.0
8,47.0
9,63.0
10,76.0
11,96.0
12,133.0
13,185.0
14,268.0
15,371.0
16,479.0
17,644.0
18,851.0
19,1127.0
20,1687.0
21,2218.0
22,2751.0
23,3394.0
24,4087.0
25,4843.0
26,5805.0
27,7016.0
28,8420.0
29,10017.0
30,11510.0
31,12980.0
32,14559.0
33,16239.0
34,18228.0
35,19979.0
36,21655.0
37,22833.0
38,24199.0
39,25345.0
40,26490.0
41,27735.0
42,29441.0
