,0
0,1
1,4
2,4
3,6
4,6
5,8
6,16
7,25
8,30
9,38
10,45
11,56
12,68
13,91
14,115
15,130
16,163
17,214
18,232
19,264
20,319
21,368
22,393
23,450
24,593
25,673
26,673
27,928
28,928
29,1207
30,1326
31,1479
32,1479
33,1625
34,1761
35,2014
36,2075
37,2323
38,2323
39,2538
40,2745
41,2931
42,3200
43,3308
44,3442
45,3576
46,4034
47,4162
