,total,confirmed,probable
330,64258,46034.0,18224.0
331,64838,46398.0,18440.0
332,65362,46777.0,18585.0
333,65695,47006.0,18689.0
334,66058,47263.0,18795.0
335,66384,47263.0,18795.0
336,66721,47616.0,19105.0
337,67117,47897.0,19220.0
338,67595,48205.0,19390.0
339,68061,48477.0,19584.0
340,68379,48704.0,19675.0
341,68499,48785.0,19714.0
342,68918,49019.0,19899.0
343,69247,49261.0,19986.0
344,69612,49560.0,20052.0
345,70072,49810.0,20262.0
346,70505,50092.0,20413.0
347,70785,50300.0,20485.0
348,71017,50478.0,20539.0
349,71215,50573.0,20642.0
350,71965,50797.0,21167.0
351,72399,51108.0,21290.0
352,72767,51309.0,21458.0
353,73161,51572.0,21589.0
354,73413,51750.0,21663.0
355,73665,51918.0,21747.0
356,73923,52053.0,21870.0
357,74258,52255.0,22003.0
358,74568,52467.0,22101.0
359,74893,52682.0,22211.0
360,75166,52880.0,22286.0
361,75424,53086.0,22338.0
362,75588,53204.0,22384.0
363,75803,53293.0,22510.0
364,75990,53420.0,22570.0
365,76178,53581.0,22597.0
366,76422,53755.0,22667.0
367,76695,53939.0,22756.0
368,76861,54064.0,22797.0
