,0
0,3
1,8
2,13
3,14
4,16
5,17
6,18
7,22
8,23
9,29
10,38
11,45
12,68
13,90
14,105
15,124
16,145
17,179
18,235
19,298
20,336
21,424
22,497
23,549
24,614
25,699
26,786
27,868
28,946
29,1048
30,1145
31,1270
32,1388
33,1510
34,1587
35,1710
36,1899
37,1995
38,2141
39,2332
40,2513
41,2902
42,3159
43,3641
44,3748
45,3924
46,4445
47,5092
48,5476
49,5868
50,6376
51,6843
52,7145
53,7884
54,8641
55,9169
56,9703
57,10111
58,10404
